Time (h),Fg,RPM,Fs,Fa,Fb,Fc,Fh,Fw,pressure,Fremoved,S,DO2,P,V,Wt,pH,T,Q,CO2outgas,Fpaa,PAA_offline,Foil,NH3_offline,OUR,O2,P_offline,X_offline,CER,NH3_shots,Viscosity_offline,Fault_ref,Control_ref,PAT_ref,Batch_ref,Batch_ref
2.2,30,100,8,0,12.44052706642418,15.97803286103261,0.03258622136043397,0,0.6,-0,1.384525379374096,14.49576076976766,0.0009948606913339007,58526.89875522456,61631.9796219858,6.518578130085959,297.942776753539,184.7397912061875,0.1236328718694746,5,NaN,22,NaN,0.0008607269868581609,0.2049203839134663,NaN,NaN,0.04552113853403567,0,NaN,0,0,0,0,1
2.4,30,100,8,0,5.574941473442148,4.793409858309783,24.20202869163166,0,0.6,-0,1.412403652142792,14.45614090264401,0.0009943754913150915,58525.29240613794,61634.86513202894,6.502257889873503,298.0291504234859,207.9979873604693,0.1264833760836639,5,NaN,22,NaN,0.01700793090870313,0.2046135841843758,NaN,NaN,0.04657241071660224,0,NaN,0,0,0,0,1
2.6,30,100,8,0,5.2228946595239,32.54533677906812,2.420202869163166,0,0.6,-0,1.437477996402615,14.44060750659118,0.0009938892512313558,58523.60538467282,61637.6586068554,6.485938357921483,298.0156443553271,204.3611803296643,0.1294650686988339,5,NaN,22,NaN,0.02385666824757501,0.2044797637759037,NaN,NaN,0.04767214893567977,0,NaN,0,0,0,0,1
2.8,30,100,8,0,11.36885478705361,28.33108162040438,0.2420202869163166,0,0.6,-0,1.46009122536381,14.40762421456466,0.0009933818071977565,58523.15158738377,61641.68322707007,6.478370440189759,298.0016913416168,200.6040143122933,0.1325746995618413,5,NaN,22,NaN,0.03621805422092633,0.2042427913618994,NaN,NaN,0.04881916556837848,0,NaN,0,0,0,0,1
3,30,100,8,0,20.51327897906349,24.20525072630517,0.02420202869163166,0,0.6,-0,1.479726927159216,14.3655635286261,0.0009928438006769128,58524.52961019751,61647.53933862773,6.48309561800417,297.9948507376922,198.7619741932099,0.1358171113458219,5,NaN,22,NaN,0.05368791301821568,0.2039100365066104,NaN,NaN,0.05001525857344911,0,NaN,0,0,0,0,1
3.2,30,100,15,0,27.75531585742266,22.01331528576921,0.002420202869163167,0,0.6,-0,1.51248472067247,14.3354300452164,0.0009922587105166618,58528.75712406923,61656.73505257237,6.496520253720272,297.9923389275324,198.0855513425536,0.1391919292602583,5,NaN,22,NaN,0.06723260372873527,0.2036501203130401,NaN,NaN,0.05126030209119537,0,NaN,0,0,0,0,1
3.4,30,100,15,0,29.63830213317126,21.00494797353781,0.0002420202869163167,0,0.6,-0,1.542464752130413,14.31143062994878,0.0009916687345624987,58533.36060469266,61666.30382173443,6.511131540313149,297.9964527078977,199.1935101256109,0.1427003225010929,5,NaN,22,NaN,0.07651412978500909,0.2034694925018442,NaN,NaN,0.05255474040963357,0,NaN,0,0,0,0,1
3.6,30,100,15,0,25.70071982217868,22.15575055824436,0.0001,0,0.6,-0,1.5702402796109,14.28394304914194,0.0009910932351381522,58537.17457210585,61675.09595645681,6.520035107693927,298.0036217307454,201.1245128528735,0.1463400706523028,5,NaN,22,NaN,0.08617309857336268,0.203281474851318,NaN,NaN,0.05389776769982662,0,NaN,0,0,0,0,1
3.8,30,100,15,0,18.22422916069626,24.4651866340981,0.0001,0,0.6,-0,1.594279458268622,14.25538962187346,0.0009905434096571697,58539.49059938621,61682.37983901827,6.518259072972343,298.0129900496936,203.6480972881515,0.150131156167955,5,NaN,22,NaN,0.09512569829950143,0.2031062963030825,NaN,NaN,0.05529677213971953,0,NaN,0,0,0,0,1
4,30,100,15,0,11.47491678126422,27.77930390283706,0.0001,0,0.6,-0,1.616086154742927,14.23817776087531,0.0009900158370984642,58540.45369047626,61688.32870112323,6.505945552450437,298.0240584257988,206.6297940460839,0.1540739166764884,5,NaN,22,NaN,0.09937293438601337,0.2030188090936199,NaN,NaN,0.05675189489767293,0,NaN,0,0,0,0,1
4.2,30,100,15,0,9.65140083729219,32.01475813054392,0.0001,0,0.6,-0,1.66202933994235,14.1919639578267,0.0009894932250839475,58541.04841167484,61695.33516315519,6.491388584388755,298.0380894661985,210.4097531352691,0.1581607254226362,5,NaN,30,NaN,0.1097229888464664,0.2028167878155751,NaN,NaN,0.05826033804557317,0,NaN,0,0,0,0,1
4.4,30,100,15,0,13.62431067136246,37.67464521510297,0.0001,0,0.6,-0,1.704466355560251,14.15904941730516,0.0009889560281975786,58542.43353181017,61703.12491147791,6.481992099326204,298.0526080390572,214.3212333967487,0.1624015317789822,5,NaN,30,NaN,0.1205074397509197,0.202606239657756,NaN,NaN,0.05982579149981456,0,NaN,0,0,0,0,1
4.600000000000001,30,100,15,0,21.33170911408859,44.0066750307887,0.0001,0,0.6,-0,1.744575885777737,14.12705989175949,0.0009883923175209865,58545.35625320343,61712.46044640768,6.482193662921872,298.0637555494007,217.324712176471,0.166793975416505,5,NaN,30,NaN,0.1312691534854404,0.2023957247506329,NaN,NaN,0.06144740267897549,0,NaN,0,0,0,0,1
4.800000000000001,30,100,15,0,28.94351406454595,49.71647826750277,0.0001,0,0.6,-0,1.781614701834934,14.08870556673176,0.0009878033945171874,58549.79780760805,61723.33364217704,6.493504255467963,298.0748517451461,220.3146481244938,0.1713465509468261,5,NaN,30,NaN,0.1439711972912368,0.2021484249074617,NaN,NaN,0.06312832743178401,0,NaN,0,0,0,0,1
5,30,100,15,0,32.02535813731573,55.85189257462864,0.0001,0,0.6,-0,1.815037283963074,14.04995157956155,0.0009872052644648505,58554.85218959241,61734.80979004617,6.509959211247337,298.0854080984901,223.1594436443496,0.17606514710218,5,NaN,30,NaN,0.1572871639538644,0.2018891520234569,NaN,NaN,0.06487076148415423,0,NaN,0,0,0,0,1
5.2,30,100,15,0,28.54389527957198,62.21755345319315,0.0001,0,0.6,-0,1.845663374855783,14.01314078563493,0.0009866370538717459,58558.20797757489,61744.60179865658,6.522276413657286,298.0882442677788,223.9238396308079,0.1809508989281828,0,NaN,30,NaN,0.1691685951401995,0.2016563337332571,NaN,NaN,0.06667514669196623,0,NaN,0,0,0,0,1
5.4,30,100,15,0,20.16558525124697,66.31966290108898,0.0001,0,0.6,-0,1.871900891927353,13.97102251819194,0.0009860977137639646,58559.88670658744,61752.69848106965,6.521151377762599,298.0935851348877,225.3633950961589,0.1860142844838058,0,NaN,30,NaN,0.1821206660045923,0.2014029486456062,NaN,NaN,0.06854537713181026,0,NaN,0,0,0,0,1
5.600000000000001,30,100,15,0,12.26813931165391,71.45015082569421,0.0001,0,0.6,-0,1.893938643226556,13.91423258307137,0.0009855845138160993,58559.98507147632,61759.19775373959,6.506080313461793,298.0938401294995,225.4321329594613,0.1912592598917684,0,NaN,30,NaN,0.2017673030107946,0.2010232647900407,NaN,NaN,0.07048294035291114,0,NaN,0,0,0,0,1
5.800000000000001,30,100,15,0,10.40184690298024,75.0075100217544,0.0001,0,0.6,-0,1.912253580859132,13.86648511813177,0.0009850764796068036,58559.70998852089,61765.32965240426,6.487949720974629,298.0949866278467,225.7411845723907,0.1966884456270696,0,NaN,30,NaN,0.2189484960738821,0.2006892846606881,NaN,NaN,0.07248883214227186,0,NaN,0,0,0,0,1
6,30,100,15,0,15.75319945072402,78.92014434817133,0.0001,0,0.6,-0,1.927230594927968,13.813362198169,0.0009845495098599175,58560.50488303683,61772.54491133683,6.477936741628781,298.0957174440479,225.9381965844717,0.2023006548041522,0,NaN,30,NaN,0.2381184717822294,0.2003172715125282,NaN,NaN,0.0745626428263393,0,NaN,0,0,0,0,1
6.2,30,100,15,0,25.073327475507,82.72567574423738,0.0001,0,0.6,-0,1.93747069891061,13.76046009213197,0.0009839911519304019,58563.16306621659,61781.61144506007,6.48103402721981,298.0990128752071,226.8266152574155,0.2081142081669592,0,NaN,30,NaN,0.2564111664848224,0.1999610981853098,NaN,NaN,0.07671117349036514,0,NaN,0,0,0,0,1
6.4,30,100,15,0,33.13751595693783,87.44652252442555,0.0001,0,0.6,-0,1.942834097672888,13.69657610847304,0.0009834065317168104,58567.43274968515,61792.28108123832,6.492199102085727,298.1028313774488,227.8561542502312,0.2141480292919423,0,NaN,30,NaN,0.2788670446044909,0.1995257172988146,NaN,NaN,0.07894145328089258,0,NaN,0,0,0,0,1
6.600000000000001,30,100,15,0,36.75116499097819,92.45217288438289,0.0001,0,0.6,-0,1.944585773517744,13.63644021421847,0.0009828109481294658,58572.42298349912,61803.68474968684,6.504825369264108,298.1112370647717,230.1227432202245,0.2203981187849124,0,NaN,30,NaN,0.3008216678174382,0.199098969699386,NaN,NaN,0.08125204202358716,0,NaN,0,0,0,0,1
6.800000000000001,30,100,15,0,35.335331368561,99.17967289830577,0.0001,0,0.6,-0,1.943015283092,13.5894829430481,0.0009822210646867767,58577.12680355848,61814.80872892422,6.513654550932333,298.1223445760102,233.1182503967556,0.226834821928524,0,NaN,30,NaN,0.3176578782352192,0.1987681814645044,NaN,NaN,0.0836320131123245,0,NaN,0,0,0,0,1
7,30,100,15,0,30.40495533472669,107.1201115496014,0.0001,0,0.6,-0,1.936282222221064,13.51917532659269,0.0009816481041517945,58580.84063997152,61824.92742943074,6.515012713329913,298.1357816623436,236.7424226864933,0.2334686558558489,0,NaN,30,NaN,0.3411285067692746,0.1983113397391949,NaN,NaN,0.08608529107194582,0,NaN,0,0,0,0,1
7.2,30,100,15,0,24.94366861143578,116.2605216007355,0.0001,0,0.6,-0,1.924917814449935,13.44046759854911,0.0009810930464074976,58583.45780575154,61833.94189240813,6.506538911148612,298.1510612281652,240.8639482570153,0.2403265817224146,0,NaN,30,NaN,0.369294373289057,0.1977647217177202,NaN,NaN,0.0886218870440129,0,NaN,0,0,0,0,1
7.4,30,100,15,0,22.88024434281806,126.5230059995823,0.0001,0,0.6,-0,1.908118967659821,13.37271789603911,0.0009805440039085478,58585.65826081771,61842.53594377545,6.495347253553835,298.1622804792322,243.8905138223759,0.2474316662014368,0,NaN,30,NaN,0.3928242764576203,0.19730486377363,NaN,NaN,0.0912503797846573,0,NaN,0,0,0,0,1
7.600000000000001,30,100,15,0,25.27093539121493,135.9438469302186,0.0001,0,0.6,-0,1.885318215654174,13.28545760584354,0.0009799859637948706,58588.33328077748,61851.62147637869,6.483623812012076,298.1743763395345,247.1538586003209,0.2548230145912227,0,NaN,30,NaN,0.4218302696723766,0.1967400835821795,NaN,NaN,0.09398529116461483,0,NaN,0,0,0,0,1
7.800000000000001,30,100,15,0,32.34405017033824,146.1182923227113,0.0001,0,0.6,-0,1.856225580080213,13.20228437960079,0.0009794034512763466,58592.41834933237,61862.12391276554,6.478894956250479,298.1918982886192,251.8816259764626,0.2625275350002171,0,NaN,30,NaN,0.4502268389165331,0.1961855937779529,NaN,NaN,0.09683664191897645,0,NaN,0,0,0,0,1
8,30,100,15,0,41.28406330411098,158.6117585372124,0.0001,0,0.6,-0,1.821147563967901,13.12778177805598,0.000978790898528121,58598.2870031631,61874.39352750866,6.481079120412757,298.2018962426073,254.5796605413635,0.2705260347165305,0,NaN,30,NaN,0.4760054261981986,0.1956796965570428,NaN,NaN,0.09979739686016091,0,NaN,0,0,0,0,1
8.200000000000001,42,100,15,0,49.35011874211865,169.1258238682079,0.0001,0,0.6,-0,1.779719746835397,13.23439149369348,0.0009781521259072368,58605.76696264329,61888.27347056309,6.489240075707688,298.2009290931189,254.3186563750717,0.2172475478375491,0,NaN,30,NaN,0.440990672762191,0.1988376216277293,NaN,NaN,0.1121221694135851,0,NaN,0,0,0,0,1
8.4,42,100,15,0,54.15430985099545,176.2882817375684,0.0001,0,0.6,-0,1.731796440807414,13.150320412473,0.0009774984556790913,58614.20663830628,61903.11549972216,6.498277924910888,298.2046178184484,255.3144788058391,0.2167053146479891,0,NaN,30,NaN,0.4347373599041421,0.1989230755251193,NaN,NaN,0.1118415309511943,0,NaN,0,0,0,0,1
8.6,42,100,15,0,55.35961079819746,185.1029865893431,0.0001,0,0.6,-0,1.677059870021279,13.07897993473192,0.0009768420418125362,58622.8868246963,61918.19816991372,6.508033396348551,298.1993536736743,253.8931459500857,0.2223450384849361,0,NaN,30,NaN,0.4514648155952706,0.1986861085744157,NaN,NaN,0.1147606229051241,0,NaN,0,0,0,0,1
8.800000000000001,42,100,15,0,52.66317542991157,190.9323593941351,0.0001,0,0.6,-0,1.616378666712094,12.99201054990865,0.0009761957209058717,58631.02798754609,61932.76502433273,6.511293660943928,298.1974854551524,253.3886434239057,0.2288937864530694,0,NaN,30,NaN,0.4810296515278118,0.1982738279751162,NaN,NaN,0.1181507593715975,0,NaN,0,0,0,0,1
9,42,100,15,0,48.68623489306795,197.8030678526689,0.0001,0,0.6,-0,1.54817169274812,12.89773521374397,0.0009755630521769881,58638.37285597529,61946.54874558523,6.507653645670148,298.2007688993067,254.2756016921872,0.2357797704510159,0,NaN,30,NaN,0.512498826926084,0.1978347782049829,NaN,NaN,0.121716099248786,0,NaN,0,0,0,0,1
9.200000000000001,42,100,15,0,46.16714872181199,206.3555722930334,0.0001,0,0.6,-0,1.473309868655909,12.81639923588003,0.0009749389268464603,58645.2152448281,61959.83363188968,6.499521053367474,298.1838382709058,249.701504033023,0.2429235669608431,0,NaN,30,NaN,0.5391059702917723,0.1974606385317347,NaN,NaN,0.1254156023858806,0,NaN,0,0,0,0,1
9.4,42,100,15,0,46.8937542286992,208.0187133875766,0.0001,0,0.6,-0,1.390566713357843,12.71428663022651,0.0009743126674965475,58652.20774599157,61973.26614587446,6.490097777522091,298.1632135460096,244.128332618404,0.2503289626410948,0,NaN,30,NaN,0.5747858441791283,0.1969627869645957,NaN,NaN,0.1292513050719009,0,NaN,0,0,0,0,1
9.600000000000001,42,100,15,0,51.37952726926721,207.9240981703399,0.0001,0,0.6,-0,1.301551946099165,12.63122256554127,0.0009736719596050219,58660.10327300331,61987.62287366646,6.483060966771462,298.1383982207348,237.4214490464725,0.2579858317743332,0,NaN,30,NaN,0.602227492883743,0.1965756718455585,NaN,NaN,0.133218039700215,0,NaN,0,0,0,0,1
9.800000000000001,42,100,15,0,58.66806681723924,205.6380043626139,0.0001,0,0.6,-0,1.204234798898441,12.54409925990099,0.0009730077973684845,58669.4608603267,62003.43501982295,6.483354096369061,298.1274659883432,234.4661534016943,0.2659054399325775,0,NaN,30,NaN,0.6267679265304961,0.1962271294963727,NaN,NaN,0.1373217225625348,0,NaN,0,0,0,0,1
10,42,100,15,0,65.82294901013252,207.2424324046424,0.0001,0,0.6,-0,1.101009516509911,12.45950328956614,0.0009723204991967017,58680.24812442868,62020.67103483266,6.485952623909497,298.1408998336909,238.0987320634409,0.2740556250189131,0,NaN,30,NaN,0.656344493823985,0.1958095006753371,NaN,NaN,0.1415457676172706,0,NaN,0,0,0,0,1
10.2,42,100,15,0,71.95431429071354,216.7390753553929,0.0001,0,0.6,-0,0.9904716894037072,12.34784235606739,0.0009716134639518332,58692.25790660787,62039.13447975355,6.490884123331381,298.1463202454074,239.5648790006553,0.2824394269895251,0,NaN,30,NaN,0.6998297421041412,0.1952019105794422,NaN,NaN,0.1458918273691693,0,NaN,0,0,0,0,1
10.4,42,100,15,0,76.11280492818676,223.792107320905,0.0001,0,0.6,-0,0.8721245518120123,12.23901279595444,0.0009708936162833335,58705.09729845123,62058.43823055783,6.49726272000543,298.1475221227018,239.8901203508574,0.2910899952979522,0,NaN,30,NaN,0.7393521538341187,0.1946470075633774,NaN,NaN,0.1503771715580915,0,NaN,0,0,0,0,1
10.6,42,100,15,0,77.72257592707408,229.6531111023842,0.0001,0,0.6,-0,0.7460484632707063,12.13666561037005,0.0009701694364187879,58718.25691124184,62078.06627170093,6.501772847373985,298.1500820517984,240.5830011360906,0.3000185875283184,0,NaN,30,NaN,0.7728476245934858,0.1941731211401659,NaN,NaN,0.1550077332287073,0,NaN,0,0,0,0,1
10.8,42,100,15,0,77.53905526906813,236.0593521623045,0.0001,0,0.6,-0,0.6123544395789003,12.02013527374137,0.0009694467252063502,58731.37856413977,62097.6465631859,6.503703425773749,298.1478816323257,239.9873758963687,0.30921294142012,0,NaN,30,NaN,0.8172527766940914,0.1935493419799192,NaN,NaN,0.1597772517303578,0,NaN,0,0,0,0,1
11,42,100,15,0,76.58578506999653,240.9090849184287,0.0001,0,0.6,-0,0.4708181693493842,11.90334621111747,0.0009687279048795897,58744.30944738225,62117.03058630471,6.502522701820768,298.1425518218037,238.5441120464515,0.3186761455282437,0,NaN,30,NaN,0.8614562699021207,0.1929269965182319,NaN,NaN,0.1646874294025344,0,NaN,0,0,0,0,1
11.2,42,100,15,0,76.10675496713451,244.6323646466066,0.0001,0,0.6,-0,0.323981782925994,11.80870336636455,0.0009680111287276423,58757.14309985698,62136.32841379598,6.501140100956968,298.1492413222007,240.3562728617337,0.3283859070467431,0,NaN,30,NaN,0.8976736822880361,0.192412719625471,NaN,NaN,0.1697267985442407,0,NaN,0,0,0,0,1
11.4,42,100,15,0,76.17147119853084,252.3259091801206,0.0001,0,0.6,-0,0.1748352308204796,11.74734175264869,0.0009672943583645726,58769.98668488564,62155.63538434021,6.498340132032796,298.154341648921,241.7383372136215,0.338308759743486,0,NaN,30,NaN,0.9239059425314096,0.1920343389481603,NaN,NaN,0.1748780811787645,0,NaN,0,0,0,0,1
11.6,42,100,15,0,77.36017796071955,259.6319002281756,0.0001,0,0.6,-0,0.04336462997240366,11.9871537825285,0.0009665739144998462,58783.06382565949,62175.1855300094,6.501639469872321,298.1635589182791,244.236488103263,0.348240816988075,0,NaN,30,NaN,0.8934091508153115,0.192432752812827,NaN,NaN,0.1800354779789242,0,NaN,0,0,0,0,1
11.8,42,100,15,0,77.20460828311998,268.5614175408708,0.0001,0,0.6,-0,0.009401727068922538,13.00225478876297,0.0009658621070179452,58796.11912593046,62194.70869331852,6.52638792532266,298.0652148374498,217.5706925739155,0.3564457521171672,0,NaN,30,NaN,0.5593413797345477,0.1969622569122771,NaN,NaN,0.1842970443760964,0,NaN,0,0,0,0,1
12,42,100,15,0,67.09882110126536,240.6970395700268,0.0001,0,0.6,-0,0.009166184878365532,12.98649709388605,0.0009652535796668167,58807.18624807196,62212.2413308033,6.55310625924893,297.9500098534083,186.3260230453853,0.3624206068998482,0,1515.196910208793,30,1830.036666385972,0.4375813353197062,0.1985942703232378,0.0009680111287276423,3.112325093519146,0.1874009022075238,0,10.8449399247962,0,0,0,0,1
12.2,42,100,30,0.5176960633502633,33.54941055063268,204.1344570862973,0.0001,0,0.6,-0,0.0147105137572994,12.57275812185046,0.0009646391437797894,58814.66912870301,62227.24823926593,6.542027086986886,297.9106602657714,175.6518984103496,0.3685888227624439,0,NaN,30,NaN,0.5419375802919647,0.1971736146443877,NaN,NaN,0.190605716379625,0,NaN,0,0,0,0,1
12.4,42,100,30,0,17.38041410946177,61.24033712588918,205.0060342127322,0,0.6,-0,0.01419638701334881,12.56815080488327,0.0009640657396087008,58818.70129503193,62238.78425019107,6.512548275978101,298.720377279857,395.3371232681307,0.3753087557223523,0,NaN,30,NaN,0.5619810467488197,0.1968892637321551,NaN,NaN,0.1940977730223334,0,NaN,0,0,0,0,1
12.6,42,100,30,0,12.94234086709146,337.5375888591458,20.50060342127322,0,0.7,-0,0.01356294847680691,13.40077164762667,0.0009634945962661905,58821.74992520679,62249.29956377549,6.479760955968322,298.5734316703579,355.464232212383,0.3820627147900931,0,NaN,30,NaN,0.5692846512383227,0.196777108638905,NaN,NaN,0.197608128839532,0,NaN,0,0,0,0,1
12.8,42,100,30,0,21.57116869416661,307.7826239709574,2.050060342127322,0,0.7,-0,0.01319647901433538,13.40334098776536,0.0009628984532253992,58826.57279904525,62261.58690265114,6.458219644055724,298.3860734569285,304.6190088589822,0.3887799473705211,0,NaN,30,NaN,0.5550652427165416,0.1969561724628922,NaN,NaN,0.2011000101074458,0,NaN,0,0,0,0,1
13,42,100,30,0,38.76904715091903,265.7498200474683,0.2050060342127322,0,0.7,-0,0.01296988258527064,13.39756049067681,0.0009622506627812059,58834.88427789081,62277.38244178015,6.455208532965502,298.2318009382774,262.7452843118102,0.3954826777847536,0,NaN,30,NaN,0.5459608176100523,0.1970660095687917,NaN,NaN,0.2045849630442181,0,NaN,0,0,0,0,1
13.2,42,100,30,0,57.14657821097393,228.4087423483742,0.02050060342127322,0,0.7,-0,0.01268225847221699,13.39173906388394,0.0009615479458513326,58846.90915196374,62296.89246193933,6.470808453104432,298.1176846570198,231.7637608826104,0.402177803474312,0,NaN,30,NaN,0.5406186629270017,0.1971249657616013,NaN,NaN,0.2080665709757029,0,NaN,0,0,0,0,1
13.4,42,100,30,0,69.28239367565669,198.8882043897798,0.002050060342127322,0,0.7,-0,0.01233979737609758,13.40081826820661,0.0009608106634895889,58861.38678311582,62318.82606980326,6.494505907357417,298.0459468378915,212.2820060985067,0.4088338359927821,0,NaN,30,NaN,0.5298879181276668,0.1972567753550328,NaN,NaN,0.2115284530348184,0,NaN,0,0,0,0,1
13.6,42,100,30,0,71.97222282718469,179.4077035382037,0.0002050060342127322,0,0.7,-0,0.01209346618308495,13.38256572109031,0.0009600691917781088,58876.41983000737,62341.3101357932,6.519611801989663,297.9873632239975,196.3675608908206,0.4154521977038322,0,NaN,30,NaN,0.5309533609948037,0.1972292746881161,NaN,NaN,0.2149713387515038,0,NaN,0,0,0,0,1
13.8,42,100,30,0,64.64098655053512,161.457396809157,0.0001,0,0.7,-0,0.01167540665468291,13.37638711348938,0.000959355189679159,58889.99628533105,62362.30121534384,6.540875987814431,297.9695673918778,191.531780345772,0.4220275138813249,0,NaN,30,NaN,0.5293464901177959,0.1972379559734417,NaN,NaN,0.218392421447756,0,NaN,0,0,0,0,1
14,42,100,30,0,48.82118375808071,155.2833327319899,0.0001,0,0.7,-0,0.01140795628885297,13.35269458369184,0.0009586949825503807,58900.4136685103,62380.13916800611,6.548513193913723,297.9460468594096,185.1387104387058,0.4285691632832839,0,NaN,30,NaN,0.5307765885687367,0.1972056838116041,NaN,NaN,0.2217965706741947,0,NaN,0,0,0,0,1
14.2,42,100,30,0,29.97890155122504,46.58499981959696,168.6811625606321,0,0.7,-0,0.01106575718852771,13.31414165547241,0.0009580865191090054,58906.96617533894,62394.10594017342,6.536134862163737,298.6267795300363,370.2051253628954,0.4350884268080315,0,NaN,30,NaN,0.5454485970528296,0.1969945714451758,NaN,NaN,0.225189649458798,0,NaN,0,0,0,0,1
14.4,42,100,30,0,16.10999667338812,279.5909324071982,16.86811625606321,0,0.7,-0,0.01074442070689864,13.27455713629938,0.0009575140686406536,58910.66744066466,62405.21704856857,6.507238923985762,298.4794679057509,330.150559048056,0.4415867633424037,0,NaN,30,NaN,0.5596598813278487,0.1967896559764137,NaN,NaN,0.2285724114918286,0,NaN,0,0,0,0,1
14.6,42,100,30,0,13.78959509470722,247.1671593753949,1.686811625606321,0,0.7,-0,0.01052340370763251,13.25792047895387,0.0009569522685056561,58913.94947747145,62415.9121909101,6.477775497236385,298.3171657096551,286.0147111325064,0.4480739434284252,0,NaN,30,NaN,0.5605486446715825,0.1967648197901531,NaN,NaN,0.2319499387952519,0,NaN,0,0,0,0,1
14.8,42,100,30,0,23.20356923772174,210.2577853701172,0.1686811625606321,0,0.7,-0,0.01031423031025136,13.23896085981608,0.0009563634192827279,58919.15505100109,62428.54485984665,6.45947961551109,298.1962083129636,253.1176536695943,0.4545551592977359,0,NaN,30,NaN,0.563090213965431,0.1967176553476174,NaN,NaN,0.2353249325602226,0,NaN,0,0,0,0,1
15,42,100,30,0,39.89745055974667,181.6384640943549,0.01686811625606321,0,0.7,-0,0.01011614466770911,13.23718620087418,0.000955724805164595,58927.72776793956,62444.53483634366,6.457579079149466,298.1168482615469,231.5300975072573,0.4610245966798225,0,NaN,30,NaN,0.5570967101439668,0.196785874664079,NaN,NaN,0.2386943628886641,0,NaN,0,0,0,0,1
